信托机构名称    D10001000000-安徽国元信托有限责任公司;D10002000002-建元信托股份有限公司;D10003000004-百瑞信托有限责任公司;D10004000006-北方国际信托股 份有限公司;D10005000008-北京国际信托有限公司;D10006000001-渤海国际信托股份有限公司;D10007000001-长安国际信托股份有限公司;D10008000003-长城新盛信托有限责任公司;D10009000005-重庆国际信托股份有限公司;D10010000007-大业信托有限责任公司;D10011000009-东莞信托有限公司;D10012000000-国通信托有限责任公司;D10013000002-光大兴陇信托有限责任公司;D10014000004-广东粤财信托有限公司;D10015000006-国联信托股份有限公司;D10016000008-国民信托有限公司;D10017000001-国投泰康信托有限公司;D10018000001-杭州工商信托股份有限公司;D10019000003-湖南省财信信托有限责任公司;D10020000005-华澳国际信托有限公司;D10021000007-华宝信托有限责任公司;D10022000009-华宸信托有限责任公司;D10023000000-华能贵诚信托有限公司;D10024000002-华融国际信托有限责任公司;D10025000004-华润深国投信托有限公司;D10026000006-华鑫国际信托有限公司;D10027000008-华信信托股份有限公司;D10028000001-吉林省信托有限责任公司;D10029000001-建信信托有限责任公司;D10030000003-江苏省国际信托有限责任公司;D10031000005-交银国际信托有限公司;D10032000007-昆仑信托有限责任公司;D10033000009-陆家嘴国际信托有限公司;D10034000000-平安信托有限责任公司;D10035000002-山东省国际信托股份有限公司;D10036000004-山西信托股份有限公司;D10037000006-陕西省国际信托股份有限公司;D10038000008-上海爱建信托有限责任公司;D10039000001-上海国际信托有限公司;D10040000001-四川信托有限公司;D10041000003-苏州信托有限公司;D10042000005-天津信托有限责任公司;D10043000007-万向信托股份公司;D10044000009-五矿国际信托有限公司;D10045000000-西部信托有限公司;D10046000002-西藏信托有限公司;D10047000004-厦门国际信托有限公司;D10049000008-新时代信托股份有限公司;D10050000001-兴业国际信托有限公司;D10051000001-英大国际信托有限责任公司;D10052000003-云南国际信托有限公司;D10053000005-浙商金汇信托股份有限公司;D10054000007-中诚信托有限责任公司;D10055000009-中国对外经济贸易信托有限公司;D10056000000-中国金谷国际信托有限责任公司;D10057000002-中国民生信托有限公司;D10058000004-中海信托股份有限公司;D10059000006-中航信托股份有限公司;D10060000008-中建投信托股份有限公司;D10061000001-雪松国际信托股份有限公司;D10062000001-中粮信托有限责任公司;D10063000003-中融国际信托有限公司;D10064000005-中泰信托有限责任公司;D10065000007-中铁信托有限责任公司;D10066000009-中信信托有限责任公司;D10067000000-中原信托有限公司;D10068000002-紫金信托有限责任公司;D19999000007-中国信托业保障基金有限责任公司;
账户类别        0-专用户（保管）;1-专用户（募集）;2-证券账户（上海）;3-证券账户（深圳）;4-证券账户（香港）;5-中债登账户;6-上海清算所账户;7-期货套保;8-期货套利;9-期货投机;10-基金账户;11-其他证券账户;

账户状态        0-正常;1-冻结;2-注销;3-其他;

信托产品存续标识        0-未到期;1-已逾期;2-已展期;3-已到期未清算完成;4-已清算未销户;5-已清算完成;

期限类型        0-固定期限;1-无固定期限;

委托资金来源    0-国有控股大型商业银行;1-全国性股份制商业银行;2-城市商业银行;3-农村中小银行;4-其他银行;5-理财子公司;6-证券公司及证券子公司;7-基金管理 公司及基金管理子公司;8-保险公司;9-保险资产管理公司;10-本公司固有资金;11-其他信托公司固有资金;12-其他持牌金融机构;13-银行理财;14-证券资管;15-基金资管;16-保险资管;17-本公司信托产品;18-其他公司信托产品;19-其他持牌金融机构资管产品;20-私募基金;21-私募基金管理人;22-其他法人或非法人组织;23-自然人;

销售方式        0-自主营销（自然人）;1-自主营销（其他）;2-银行代销（自然人）;3-银行代销（其他）;4-其他金融机构代销（自然人）;5-其他金融机构代销（其他 ）;

底层资产（一类）        0-非标准化债权类资产;1-特定资产收（受）益权;2-股权/合伙企业份额类;3-标准化金融资产;4-金融产品;5-其他;

底层资产（二类）        0-贷款;1-其他非标准化债权资产;2-特定资产收（受）益权;3-未上市企业股权;4-以合伙企业形式备案的私募基金;5-普通合伙企业份额;6-有限合伙企业份额;7-标准化债权类资产;8-股票;9-公募证券投资基金;10-标准化金融衍生品;11-其他标准化金融资产;12-信托产品;13-其他资产管理产品;14-私募基金;15-其 他非标准化金融产品;16-其他;

底层资产（三类）        0-贷款;1-受让应收账款;2-受让信贷资产;3-明股实债;4-专项债权投资;5-私募债权投资;6-其他非标准化债权资产;7-特定资产收（受）益权;8-未上市企业股权;9-以合伙企业形式备案的私募基金;10-普通合伙企业份额;11-有限合伙企业份额;12-股票;13-国债;14-中央银行票据;15-地方政府债券;16-政府支持机构 债券;17-金融债券;18-非金融企业债务融资工具;19-公司债券;20-企业债券;21-信贷资产支持证券;22-资产支持票据;23-证券交易所挂牌交易的资产支持证券;24-债务工具类存托凭证;25-其他标准化债权类资产;26-债券基金;27-货币市场基金;28-股票基金;29-基金中基金;30-混合基金;31-基础设施领域不动产投资信托基金;32-其他公募证券投资基金;33-标准化金融衍生品;34-权益类存托凭证;35-其他标准化金融资产;36-信托产品;37-银行非保本理财;38-银行理财子公司资管产品;39-保险资管产品;40-基金管理公司及子公司资管产品;41-证券公司及子公司资管产品;42-期货公司及子公司资管产品;43-金融资产投资公司资管产品;44-私募证券投资基金;45-私募股权投资基金;46-创业投资基金;47-私募资产配置基金;48-其他私募投资基金;49-理财直接融资工具;50-信贷资产流转和收益权转让相关产品;51-债权融资计划;52-债权投资计划;53-资产支持计划;54-券商收益凭证;55-其他非标准化金融产品;56-现金及银行存款;57-信托保障基金;58-人身保险合同权利;59-大宗商品;60-字画类艺术品;61-其他类艺术品;62-古董;63-茶类;64-宝石;65-酒类;66-贵金属类;67-中国核证自愿减排量（CCER）;68-不动产;69-动产;70-著作权;71-专利权;72-商标专用权;73-发现权;74-数据权益;75-其他;

资产取得方式    0-资金投向;1-受托财产;

资产运用方式    a-出售;b-出租;e-持有并管理;c-资产证券化;f-其他;

永续条款类型    0-可续期条款;1-永续条款;2-无;

融资方会计分类  0-金融负债;1-权益;2-未知;

回购人标识      0-交易对手回购;1-交易对手关联方回购;2-交易对手非关联方回购;

回购方式标识    0-固定溢价回购;1-市场价格回购;

贷款产品类别    0-再贷款;1-个人住房贷款;2-个人汽车消费贷款;3-国家助学贷款;4-一般商业性助学贷款;5-其他消费贷款;6-经营贷款;7-固定资产贷款;8-拆借;9-账户 透支;10-贷记卡透支;11-准贷记卡透支;12-承兑垫款;13-担保垫款;14-信用证垫款;15-其他垫款;16-债券回购或返售;17-票据回购或返售;18-贷款回购或返售;19-股票及其他股权回购或返售;20-黄金回购或返售;21-其他资产回购或返售;22-债券借贷;23-票据借贷;24-股票及其他股权借贷;25-黄金借贷;26-其他资产借贷;27-国际贸易融资;28-国内贸易融资;29-融资租赁;30-打包信贷受让资产;31-转贷款;32-并购贷款;33-其他贷款;

券商收益凭证类别        0-本金保障型;1-非本金保障型;

保险类型        0-人寿保险;1-人身意外伤害保险;2-健康保险;3-其他;

投资股票方式    0-一级市场投资;1-二级市场投资;2-定向增发;3-其他;

股权投资方式    0-增资入股;1-受让股权;2-其他;

投资退出方式    0-股权上市;1-协议转让;2-股权回购;3-股权分配;4-收购;5-其他;

控制程度        0-控制;1-共同控制;2-重大影响;3-不涉及;

合伙企业投向    0-用于房地产项目建设;1-用于非房地产项目建设;2-投资非上市企业;3-购买不良资产（包）;4-购买债权类资产（含信贷资产）;5-购买不动产;6-投资各类资产管理产品;7-投向证券市场;8-其他;

绿色产业分类    0-高效节能装备制造;1-先进环保装备制造;2-资源循环利用装备制造;3-新能源汽车和绿色船舶制造;4-节能改造;5-污染治理;6-资源循环利用;7-产业园 区绿色升级;8-无毒无害原料替代使用与危险废物治理;9-生产过程废气处理处置及资源化综合利用;10-生产过程节水和废水处理处置及资源化综合利用;11-生产过程废渣处理处置及资源化综合利用;12-新能源与清洁能源装备制造;13-清洁能源设施建设和运营;14-传统能源清洁高效利用;15-能源系统高效运行;16-生态农业;17-生态保护;18-生态修复;19-建筑节能与绿色建筑;20-绿色交通;21-环境基础设施;22-城镇能源基础设施;23-海绵城市;24-园林绿化;25-咨询服务;26-项目运营管理;27-项目评估审计核查;28-监测检测;29-技术产品认证和推广;30-不涉及;

数字经济分类    0-计算机制造;1-通讯及雷达设备制造;2-数字媒体设备制造;3-智能设备制造;4-电子元器件及设备制造;5-其他数字产品制造业;6-数字产品批发;7-数字 产品零售;8-数字产品租赁;9-数字产品维修;10-其他数字产品服务业;11-软件开发;12-电信、广播电视和卫星传输服务;13-互联网相关服务;14-信息技术服务;15-其他数字技术应用业;16-互联网平台;17-互联网批发零售;18-互联网金融;19-数字内容与媒体;20-信息基础设施建设;21-数据资源与产权交易;22-其他数字要素驱动业;23-智慧农业;24-智能制造;25-智能交通;26-智慧物流;27-数字金融;28-数字商贸;29-数字社会;30-数字政府;31-其他数字化效率提升业;32-不涉及;

养老产业分类    0-养老照护服务;1-老年医疗卫生服务;2-老年健康促进与社会参与;3-老年社会保障;4-养老教育培训和人力资源服务;5-养老金融服务;6-养老科技和智慧养老服务;7-养老公共管理;8-其他养老服务;9-老年用品及相关产品制造;10-老年用品及相关产品销售和租赁;11-养老设施建设;12-不涉及;

高新技术领域分类        0-电子信息技术;1-生物与新医药技术;2-航空航天技术;3-新材料技术;4-高技术服务业;5-新能源及节能技术;6-资源与环境技术;7-先进制造及 自动化;8-不涉及;

未来产业分类    0-未来制造;1-未来信息;2-未来材料;3-未来能源;4-未来空间;5-未来健康;6-不涉及;

战略性新兴产业分类      0-新一代信息技术产业;1-高端装备制造产业;2-新材料产业;3-生物产业;4-新能源汽车产业;5-新能源产业;6-节能环保产业;7-数字创意产业;8-相关服务业;9-不涉及;

国别风险分类    0-低国别风险;1-较低国别风险;2-中等国别风险;3-较高国别风险;4-高国别风险;

金融资产分类    0-以摊余成本计量的金融资产;1-以公允价值计量且其变动计入其他综合收益的金融资产;2-以公允价值计量且其变动计入当期损益的金融资产;3-混合;4-其他;

逾期    0-均未逾期;1-利息逾期;2-本金逾期;3-本息逾期;

客户类型        0-自然人;1-个体工商户;2-广义政府;3-非金融企业;4-金融机构（实体）;5-特定目的载体;6-境外自然人;7-境外;8-其他;

交易对手性质    0-中央企业;1-地方国企;2-民营企业;3-其他类型;

交易对手企业规模类型    1-大型企业;2-中型企业;3-小型企业;4-微型企业;5-其他类型;

上市标识        0-非上市;1-境内上市;2-境外上市;3-境内外多重上市;

经济成分        A01-国有控股;A02-集体控股;B01-私人控股;B02-港澳台控股;B03-外商控股;

交易对手特征    0-高新技术企业;1-科技型中小企业;2-国家技术创新示范企业;3-制造业单项冠军企业;4-创新型中小企业;5-专精特新中小企业;6-专精特新“小巨人”;7- 不涉及;

担保合同类型    0-一般担保合同;1-最高额担保合同;

担保类型        2-抵押;1-质押;0-保证;5-信用;3-其他;

担保类型详情    0-房地产类抵押;1-非上市企业股权质押;2-上市公司股票质押;3-其他抵质押物;4-一般保证;5-连带责任保证;6-流动性支持;7-差额补足;8-回购承诺;9- 让与担保;10-其他;

合同状态        0-有效;1-失效;

抵质押物类型    0-现金及其等价物;1-贵金属;2-债券;3-票据;4-股票（权）;5-基金;6-保单;7-资管产品;8-其他金融质押品;9-交易类应收账款;10-各类收费（益）权;11-其他应收账款;12-居住用房地产;13-商用房地产;14-居住用建设用地使用权;15-商用建设用地使用权;16-房产类在建工程;17-其他房地产类押品;18-存货;19-机器设备;20-交通运输设备;21-资源资产;22-知识产权;23-其他;

抵质押物状态    0-正常;1-冻结;2-查封;3-扣押;4-其他;

评估方式        0-外部评估;1-内部评估;2-内外部合作评估;

项目类型        0-房地产项目;1-基础设施项目;2-其他;

房地产项目类型  0-住宅;1-商用;3-其他;

房地产项目类型详情      0-商品房;1-公共租赁住房;2-廉租住房;3-保障性租赁住房;4-棚户区及垦区危房改造;5-经济适用住房;6-限价商品住房;7-农村危房改造;8-游牧民定居工程;9-城镇老旧小区改造;10-商用房;11-非自用的标准化厂房;12-其他;

开发商资质      0-一级;1-二级;2-其他;

销售回款资金监控安排    0-未监控;1-信托公司直接监控;2-委托银行监控;3-其他机构监控;4-其他;

基础设施项目类型        0-交通基础设施;1-市政基础设施;2-水利及农村基础设施;3-环境保护设施;4-社会事业;5-园区;6-其他;

项目投资管理方式        0-审批;1-核准;2-备案;3-其他;

风险处置进展    0-兑付风险未化解;1-已无兑付风险但实质风险未化解;2-实质风险已化解;3-无进展;

风险资产处置方式        0-向专业机构直接转让资产;1-向特殊目的载体转让资产;2-委托专业机构处置资产;3-信托保障基金反委托收购;4-其他;

展期    0-信托资产展期;1-信托项目展期;2-否;

房地产企业发行的债券    0-未持有;1-单一持有;2-组合持有;

公益慈善信托底层资产    0-非标准化债权类资产;1-特定资产收（受）益权;2-股权/合伙企业份额类;3-地方政府债券;4-中央银行票据;5-金融债券;6-其他标准化债权类 资产;7-股票;8-债券基金;9-货币市场基金;10-股票基金;11-其他公募证券投资基金;12-其他标准化金融资产;13-信托产品;14-银行非保本理财;15-银行理财子公司资管产 品;16-其他资产管理产品;17-其他非标准化金融产品;18-现金及银行存款;19-不动产;20-动产;21-知识产权;22-其他;

推介地1 001-全国;002-其他国家或地区;003-北京市;004-天津市;005-河北省;006-山西省;007-内蒙古自治区;008-辽宁省;009-吉林省;010-黑龙江省;011-上海市;012-江 苏省;013-浙江省;014-安徽省;015-福建省;016-江西省;017-山东省;018-河南省;019-湖北省;020-湖南省;021-广东省;022-广西壮族自治区;023-海南省;024-重庆市;025- 四川省;026-贵州省;027-云南省;028-西藏自治区;029-陕西省;030-甘肃省;031-青海省;032-宁夏回族自治区;033-新疆维吾尔自治区;034-台湾省;035-香港特别行政区;036-澳门特别行政区;

